Name der Größe,vCPUs (Anzahl),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximale Netzwerkbandbreite (MBit/s),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Arbeitsspeicherbandbreite (GB/s),Max. Bandbreite (MBit/s),Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Temporäre Datenträgergröße (GiB),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Lokale SSD (Menge),vCPUs (Menge),RDMA-Leistung (GB/s),Spitzenfrequenz für alle Kerne (GHz),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Größe des Betriebssystemdatenträgers (GB),Größe des temporären Datenträgers (GB),EPC-Arbeitsspeicher (GiB),Netzwerkbandbreite,Anfängliches Guthaben (Menge),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. NICs (Anzahl),Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Arbeitsspeicher der Beschleuniger (GB),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,vCPU,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,Basis-CPU-Frequenz (GHz),Größe der lokalen SSD (GB),Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Temp ReadOnly Storage IOPS,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Erwartete ausgehende Netzwerkbandbreite (MBit/s),NVMe-Datenträgergröße (TiB),Memory: GiB,NVMe-Datenträger-IOPS,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Kerne (Anzahl),Spitzenfrequenz für Einzelkern (GHz),Max. Remotespeicher (Menge),Max. Netzwerkbandbreite (MBit/s),ReadOnly-IOPS des temporären Datenträgers,Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Basis-CPU-Leistung der VM (%)1,Nicht zwischengespeicherter Special2Storage IOPS,Arbeitsspeicher (GiB),Nicht zwischengespeicherter Burst1Special2Storage IOPS,EPC-Speicher (MiB),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,ReadWrite-IOPS des temporären Datenträgers,Beschleuniger (Anzahl),NVMe-Datenträgerdurchsatz (MB/s),Temp ReadOnly Storage Speed (MBps),Speicherbandbreite (GB/s),Maximale Netzwerkbandbreite (MB/s),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),Temporäre Speichergröße (GiB),Random Write1-Durchsatz (MB/s) des temporären Datenträgers,Nicht zwischengespeicherter Storage Burst1IOPS,RAM (GiB),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Nicht zwischengespeicherte Datenträger-IOPS,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Max. gebildetes Guthaben (Menge),Max. NVMe-Datenträger (Anzahl),ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Max. Remotespeicherdatenträger (Menge),NVMe-Datenträgergröße (TB),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,Max. Anzahl Datenträger,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximale Anzahl NICs,SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Max Temp Storage (Menge),Max. temporäre Speicherdatenträger (Menge),Nicht zwischengespeicherte Speicher-IOPS,Guthabenbildung/Stunde (Menge),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Temp ReadWrite Storage Speed (MBps),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Temporärer Speicher (SSD): GiB,Maximale Bandbreite (Mbps),Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Arbeitsspeicher (GB),Temp ReadWrite Storage IOPS
Standard_DC1s_v3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,8,
Standard_DC2s_v3,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,16,
Standard_DC4s_v3,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,32,
Standard_DC8s_v3,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,64,
Standard_DC16s_v3,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,8,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,128,
Standard_DC24s_v3,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,8,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,192,
Standard_DC32s_v3,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,8,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,256,
Standard_DC48s_v3,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,8,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,384,
Standard_DC1ds_v3,,,,,,,,,,,,75,,,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,8,
Standard_DC2ds_v3,,,,,,,,,,,,150,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,,,,,,,,,,,16,
Standard_DC4ds_v3,,,,,,,,,,,,300,,,,,,,,,,,16,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,1,,,,,,,,,,,,32,
Standard_DC8ds_v3,,,,,,,,,,,,600,,,,,,,,,,,32,,,,,,8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,1,,,,,,,,,,,,64,
Standard_DC16ds_v3,,,,,,,,,,,,1200,,,,,,,,,,,64,,,,,,8,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,1,,,,,,,,,,,,128,
Standard_DC24ds_v3,,,,,,,,,,,,1800,,,,,,,,,,,128,,,,,,8,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,1,,,,,,,,,,,,192,
Standard_DC32ds_v3,,,,,,,,,,,,2400,,,,,,,,,,,192,,,,,,8,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,1,,,,,,,,,,,,256,
Standard_DC48ds_v3,,,,,,,,,,,,2400,,,,,,,,,,,256,,,,,,8,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,1,,,,,,,,,,,,384,
Standard_DC1s_v2,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,4,
Standard_DC2s_v2,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,8,
Standard_DC4s_v2,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,16,
Standard_DC8_v2,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,,,,,,,,,,,32,
Standard_F2as_v6,2,,,,,,,90,,,,,,,,,,,,,,,,,,,,1250,2,,,8000,,20000,1250,,,,,,,,,,90,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,4000,,,,,,,,,,,,,,,,,,8,
Standard_F4as_v6,4,,,,,,,180,,,,,,,,,,,,,,,,,,,,1250,2,,,15200,,20000,1250,,,,,,,,,,180,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,7600,,,,,,,,,,,,,,,,,,16,
Standard_F8as_v6,8,,,,,,,360,,,,,,,,,,,,,,,,,,,,1250,4,,,30400,,80.000,1250,,,,,,,,,,360,,,,,,,,,40.000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,15200,,,,,,,,,,,,,,,,,,32,
Standard_F16as_v6,16,,,,,,,720,,,,,,,,,,,,,,,,,,,,1250,8,,,60800,,80.000,1250,,,,,,,,,,720,,,,,,,,,40.000,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,30400,,,,,,,,,,,,,,,,,,64,
Standard_F32as_v6,32,,,,,,,1440,,,,,,,,,,,,,,,,,,,,1.700,8,,,115.200,,115.200,1.700,,,,,,,,,,1440,,,,,,,,,57.600,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,32,,57.600,,,,,,,,,,,,,,,,,,128,
Standard_F48as_v6,48,,,,,,,2160,,,,,,,,,,,,,,,,,,,,2550,8,,,172800,,172800,2550,,,,,,,,,,2160,,,,,,,,,86400,,,,,,,,,,,,,28000,,,,,,,,,,,,,,,,32,,86400,,,,,,,,,,,,,,,,,,192,
Standard_F64as_v6,64,,,,,,,2880,,,,,,,,,,,,,,,,,,,,3400,8,,,230400,,230400,3400,,,,,,,,,,2880,,,,,,,,,115.200,,,,,,,,,,,,,36000,,,,,,,,,,,,,,,,32,,115.200,,,,,,,,,,,,,,,,,,256,
Standard_F2als_v6,2,,,,,,,90,,,,,,,,,,,,,,,,,,,,1250,2,,,8000,,20000,1250,,,,,,,,,,90,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,4000,,,,,,,,,,,,,,,,,,4,
Standard_F4als_v6,4,,,,,,,180,,,,,,,,,,,,,,,,,,,,1250,2,,,15200,,20000,1250,,,,,,,,,,180,,,,,,,,,20000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,7600,,,,,,,,,,,,,,,,,,8,
Standard_F8als_v6,8,,,,,,,360,,,,,,,,,,,,,,,,,,,,1250,4,,,30400,,80.000,1250,,,,,,,,,,360,,,,,,,,,40.000,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,15200,,,,,,,,,,,,,,,,,,16,
Standard_F16als_v6,16,,,,,,,720,,,,,,,,,,,,,,,,,,,,1250,8,,,60800,,80.000,1250,,,,,,,,,,720,,,,,,,,,40.000,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,30400,,,,,,,,,,,,,,,,,,32,
Standard_F32als_v6,32,,,,,,,1440,,,,,,,,,,,,,,,,,,,,1.700,8,,,115.200,,115.200,1.700,,,,,,,,,,1440,,,,,,,,,57.600,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,32,,57.600,,,,,,,,,,,,,,,,,,64,
Standard_F48als_v6,48,,,,,,,2160,,,,,,,,,,,,,,,,,,,,2550,8,,,172800,,172800,2550,,,,,,,,,,2160,,,,,,,,,86400,,,,,,,,,,,,,28000,,,,,,,,,,,,,,,,32,,86400,,,,,,,,,,,,,,,,,,96,
Standard_F64als_v6,64,,,,,,,2880,,,,,,,,,,,,,,,,,,,,3400,8,,,230400,,230400,3400,,,,,,,,,,2880,,,,,,,,,115.200,,,,,,,,,,,,,36.000,,,,,,,,,,,,,,,,32,,115.200,,,,,,,,,,,,,,,,,,128,
Standard_F2ams_v6,2,,,,,,12500,90,,,,,,,,,,,,,,,,,,,,1250,2,,,8000,,20000,1250,,,,,,,,,,90,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4000,,,,,,,,,,,,,,,,,,16,
Standard_F4ams_v6,4,,,,,,12500,180,,,,,,,,,,,,,,,,,,,,1250,2,,,15200,,20000,1250,,,,,,,,,,180,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7600,,,,,,,,,,,,,,,,,,32,
Standard_F8ams_v6,8,,,,,,12500,360,,,,,,,,,,,,,,,,,,,,1250,4,,,30400,,80.000,1250,,,,,,,,,,360,,,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,15200,,,,,,,,,,,,,,,,,,64,
Standard_F16ams_v6,16,,,,,,16000,720,,,,,,,,,,,,,,,,,,,,1250,8,,,60800,,80.000,1250,,,,,,,,,,720,,,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,30400,,,,,,,,,,,,,,,,,,128,
Standard_F32ams_v6,32,,,,,,20000,1440,,,,,,,,,,,,,,,,,,,,1.700,8,,,115.200,,115.200,1.700,,,,,,,,,,1440,,,,,,,,,57.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,57.600,,,,,,,,,,,,,,,,,,256,
Standard_F48ams_v6,48,,,,,,28000,2160,,,,,,,,,,,,,,,,,,,,2550,8,,,172800,,172800,2550,,,,,,,,,,2160,,,,,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,86400,,,,,,,,,,,,,,,,,,384,
Standard_F64ams_v6,64,,,,,,36000,2880,,,,,,,,,,,,,,,,,,,,3400,8,,,230400,,230400,3400,,,,,,,,,,2880,,,,,,,,,115.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,115.200,,,,,,,,,,,,,,,,,,512,
Standard_F2s_v2,2,,,,,,5.000,,,,31,16,47,,,,,,,,,,,,,,4000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3200,,,,,,1,,,4000,,,,,,,200,,4,
Standard_F4s_v2,4,,,,,,10000,,,,63,32,95,,,,,,,,,,,,,,8000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,8000,,,,,,,200,,8,
Standard_F8s_v2,8,,,,,,12500,,,,127,64,190,,,,,,,,,,,,,,16000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,16000,,,,,,,400,,16,
Standard_F16s_v2,16,,,,,,12500,,,,255,128,380,,,,,,,,,,,,,,32000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,32000,,,,,,,800,,32,
Standard_F32s_v2,32,,,,,,16000,,,,512,256,750,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,64000,,,,,,,1600,,64,
Standard_F48s_v2,48,,,,,,21000,,,,768,384,1100,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,76800,,,,,,1,,,96000,,,,,,,2.000,,96,
Standard_F64s_v2,64,,,,,,28000,,,,1024,512,1100,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,128000,,,,,,,2.000,,128,
Standard_F72s_v2,72,,,,,,30.000,,,,1152,576,1100,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,144000,,,,,,,2.000,,144,
Standard_FX2ms_v2,2,,,300,,,,,,,,,273,,,,,,,,,,,,,,40.000,1.375,2,,,"12,000",,60.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.500,,,,,,,,,,,,,,,,8,,8\.000,,,,,,,,,,,,,,,,1\.250,,42,
Standard_FX4ms_v2,4,,,600,,,,,,,,,545,,,,,,,,,,,,,,65.000,1.980,2,,,"21,400",,86.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,,,,,,,,,,,,,,12,,16.000,,,,,,,,,,,,,,,,1\.800,,84,
Standard_FX8ms_v2,8,,,1\.200,,,,,,,,,1.091,,,,,,,,,,,,,,65.000,1.980,4,,,"44,200",,87.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,,,,,,,,,,,,,,24,,33.000,,,,,,,,,,,,,,,,1\.800,,168,
Standard_FX12ms_v2,12,,,"1,750",,,,,,,,,1\.636,,,,,,,,,,,,,,67.500,"2,567",4,,,66.300,,90.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,,,,,,,,,,,,,,48,,49.500,,,,,,,,,,,,,,,,2\.400,,252,
Standard_FX16ms_v2,16,,,2\.300,,,,,,,,,2.182,,,,,,,,,,,,,,70.000,3.163,8,,,88.400,,93.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,,,,,,,,,,,,,,48,,66.000,,,,,,,,,,,,,,,,"3,000",,336,
Standard_FX24ms_v2,24,,,3.550,,,,,,,,,3.273,,,,,,,,,,,,,,105.000,4.881,8,,,131.300,,140.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,,,,,,,,,,,,,,48,,98.000,,,,,,,,,,,,,,,,4\.500,,504,
Standard_FX32ms_v2,32,,,4\.800,,,,,,,,,"4,364",,,,,,,,,,,,,,140.000,6.600,8,,,174.200,,187.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,,,,,,,,,,,,,,64,,130.000,,,,,,,,,,,,,,,,6.000,,672,
Standard_FX48ms_v2,48,,,7.300,,,,,,,,,6.545,,,,,,,,,,,,,,200.000,10.038,8,,,253.300,,266.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,,,,,,,,,,,,,,64,,190.000,,,,,,,,,,,,,,,,9.000,,1008,
Standard_FX64ms_v2,64,,,9\.600,,,,,,,,,8.727,,,,,,,,,,,,,,230.000,10.725,8,,,294.800,,"308,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,,,,,,,,,,,,,,64,,220.000,,,,,,,,,,,,,,,,"9,750",,1344,
Standard_FX96ms_v2,96,,,11.250,,,,,,,,,10.000,,,,,,,,,,,,,,260.000,"12,000",8,,,400.000,,400.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.000,,,,,,,,,,,,,,,,64,,260.000,,,,,,,,,,,,,,,,10.625,,1832,
Standard_FX2mds_v2,2,15.000,,300,,,,,,,180,110,273,,,,,,,,,,,,,,40.000,1.375,2,,,"12,000",,60.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.500,,,90,,,,,,,,,,,,,8,,8\.000,,,,,,1,,,37.500,,,,,,,1\.250,,42,
Standard_FX4mds_v2,4,30.000,,600,,,,,,,360,220,545,,,,,,,,,,,,,,65.000,1.980,2,,,"21,400",,86.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,180,,,,,,,,,,,,,12,,16.000,,,,,,1,,,75.000,,,,,,,1\.800,,84,
Standard_FX8mds_v2,8,60.000,,1\.200,,,,,,,720,440,1.091,,,,,,,,,,,,,,65.000,1.980,4,,,"44,200",,87.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,360,,,,,,,,,,,,,24,,33.000,,,,,,1,,,150.000,,,,,,,1\.800,,168,
Standard_FX12mds_v2,12,120.000,,"1,750",,,,,,,1.440,440,1\.636,,,,,,,,,,,,,,67.500,"2,567",4,,,66.300,,90.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,720,,,,,,,,,,,,,48,,49.500,,,,,,2,,,300.000,,,,,,,2\.400,,252,
Standard_FX16mds_v2,16,120.000,,2\.300,,,,,,,1.440,440,2.182,,,,,,,,,,,,,,70.000,3.163,8,,,88.400,,93.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000",,,720,,,,,,,,,,,,,48,,66.000,,,,,,2,,,300.000,,,,,,,"3,000",,336,
Standard_FX24mds_v2,24,180.000,,3.550,,,,,,,2\.160,440,3.273,,,,,,,,,,,,,,105.000,4.881,8,,,131.300,,140.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,1.080,,,,,,,,,,,,,48,,98.000,,,,,,3,,,450.000,,,,,,,4\.500,,504,
Standard_FX32mds_v2,32,240.000,,4\.800,,,,,,,2.880,440,"4,364",,,,,,,,,,,,,,140.000,6.600,8,,,174.200,,187.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,1440,,,,,,,,,,,,,64,,130.000,,,,,,4,,,600.000,,,,,,,6.000,,672,
Standard_FX48mds_v2,48,360.000,,7.300,,,,,,,4.320,440,6.545,,,,,,,,,,,,,,200.000,10.038,8,,,253.300,,266.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,2160,,,,,,,,,,,,,64,,190.000,,,,,,6,,,"900,000",,,,,,,9.000,,1008,
Standard_FX64mds_v2,64,"480,000",,9\.600,,,,,,,5.760,880,8.727,,,,,,,,,,,,,,230.000,10.725,8,,,294.800,,"308,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.000,,,2880,,,,,,,,,,,,,64,,220.000,,,,,,4,,,1\.200.000,,,,,,,"9,750",,1344,
Standard_FX96mds_v2,96,720.000,,11.250,,,,,,,8\.640,880,10.000,,,,,,,,,,,,,,260.000,"12,000",8,,,400.000,,400.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.000,,,4320,,,,,,,,,,,,,64,,260.000,,,,,,6,,,1.800.000,,,,,,,10.625,,1832,
Standard_E2s_v6,2,,,124,,,,,,,,,106,,,,,,,,,,,,,,40.000,1.463,2,,,4167,,44.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,3750,,,,,,,,,,,,,,,,1250,,16,
Standard_E4s_v6,4,,,248,,,,,,,,,212,,,,,,,,,,,,,,40.000,1.463,2,,,8333,,52.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,12,,6400,,,,,,,,,,,,,,,,1250,,32,
Standard_E8s_v6,8,,,496,,,,,,,,,424,,,,,,,,,,,,,,40.000,1.463,4,,,16.667,,52.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,24,,12800,,,,,,,,,,,,,,,,1250,,64,
Standard_E16s_v6,16,,,992,,,,,,,,,848,,,,,,,,,,,,,,40.000,1.463,8,,,33.333,,52.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,48,,25600,,,,,,,,,,,,,,,,1250,,128,
Standard_E20s_v6,20,,,1240,,,,,,,,,1060,,,,,,,,,,,,,,64000,1872,8,,,41667,,83.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,48,,32000,,,,,,,,,,,,,,,,1600,,160,
Standard_E32s_v6,32,,,1984,,,,,,,,,16 %,,,,,,,,,,,,,,80.000,1984,8,,,66.667,,104.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,64,,51.200,,,,,,,,,,,,,,,,16 %,,256,
Standard_E48s_v6,48,,,2976,,,,,,,,,2544,,,,,,,,,,,,,,80.000,2976,8,,,100.000,,104.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,64,,76800,,,,,,,,,,,,,,,,2544,,384,
Standard_E64s_v6,64,,,3969,,,,,,,,,3392,,,,,,,,,,,,,,102400,3969,8,,,133.333,,133.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,64,,102400,,,,,,,,,,,,,,,,3392,,512,
Standard_E96s_v6,96,,,5953,,,,,,,,,5088,,,,,,,,,,,,,,153600,5953,8,,,200000,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,,,,,,,,,,,,,,,,64,,153600,,,,,,,,,,,,,,,,5088,,768,
Standard_E128s_v6,128,,,7935,,,,,,,,,6.782,,,,,,,,,,,,,,204800,7935,8,,,266.667,,266.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000,,,,,,,,,,,,,,,,64,,204800,,,,,,,,,,,,,,,,6.782,,1024,
Standard_E2ds_v6,2,15000,,124,,,,,,,180,110,106,,,,,,,,,,,,,,40.000,1.463,2,,,4167,,44.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,90,,,,,,,,,,,,,8,,3750,,,,,,1,,,37500,,,,,,,1250,,16,
Standard_E4ds_v6,4,30.000,,248,,,,,,,360,220,212,,,,,,,,,,,,,,40.000,1.463,2,,,8333,,52.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,180,,,,,,,,,,,,,12,,6400,,,,,,1,,,75.000,,,,,,,1250,,32,
